377	ENSMUSG00000104466
378	ENSMUSG00000103561
379	ENSMUSG00000104205
380	ENSMUSG00000103391
381	ENSMUSG00000103809
382	ENSMUSG00000103616
383	ENSMUSG00000102483
384	ENSMUSG00000104098
385	ENSMUSG00000104038
386	ENSMUSG00000103076
387	ENSMUSG00000104154
388	ENSMUSG00000102389
389	ENSMUSG00000101194
390	ENSMUSG00000102590
391	ENSMUSG00000104354
392	ENSMUSG00000102502
393	ENSMUSG00000102365
394	ENSMUSG00000102399
395	ENSMUSG00000103205
396	ENSMUSG00000102755
397	ENSMUSG00000102597
398	ENSMUSG00000102466
399	ENSMUSG00000103004
400	ENSMUSG00000103557
401	ENSMUSG00000103325
402	ENSMUSG00000102989
403	ENSMUSG00000103637
404	ENSMUSG00000102156
405	ENSMUSG00000103050
406	ENSMUSG00000104524
407	ENSMUSG00000103333
408	ENSMUSG00000102754
409	ENSMUSG00000102145
410	ENSMUSG00000104234
411	ENSMUSG00000104118
412	ENSMUSG00000102948
413	ENSMUSG00000103527
414	ENSMUSG00000102446
415	ENSMUSG00000103852
416	ENSMUSG00000103641
417	ENSMUSG00000103898
418	ENSMUSG00000103607
419	ENSMUSG00000104125
420	ENSMUSG00000102214
421	ENSMUSG00000103518
422	ENSMUSG00000103986
423	ENSMUSG00000103231
424	ENSMUSG00000104152
425	ENSMUSG00000104172
426	ENSMUSG00000103886
427	ENSMUSG00000103178
428	ENSMUSG00000102870
429	ENSMUSG00000102136
430	ENSMUSG00000103488
431	ENSMUSG00000102454
432	ENSMUSG00000102768
433	ENSMUSG00000104414
434	ENSMUSG00000103027
435	ENSMUSG00000104370
436	ENSMUSG00000102718
437	ENSMUSG00000104259
438	ENSMUSG00000102552
439	ENSMUSG00000104228
440	ENSMUSG00000104143
441	ENSMUSG00000102649
442	ENSMUSG00000103619
443	ENSMUSG00000103185
444	ENSMUSG00000103030
445	ENSMUSG00000102335
446	ENSMUSG00000103577
447	ENSMUSG00000102409
448	ENSMUSG00000102310
449	ENSMUSG00000102282
450	ENSMUSG00000103354
451	ENSMUSG00000101248
452	ENSMUSG00000103267
453	ENSMUSG00000104483
454	ENSMUSG00000102262
455	ENSMUSG00000103456
456	ENSMUSG00000103654
457	ENSMUSG00000104488
458	ENSMUSG00000102240
459	ENSMUSG00000102651
460	ENSMUSG00000103677
461	ENSMUSG00000102316
462	ENSMUSG00000104042
463	ENSMUSG00000104396
464	ENSMUSG00000102352
465	ENSMUSG00000103133
466	ENSMUSG00000102269
467	ENSMUSG00000104433
468	ENSMUSG00000103643
469	ENSMUSG00000102488
470	ENSMUSG00000103568
471	ENSMUSG00000103266
472	ENSMUSG00000103509
473	ENSMUSG00000102879
474	ENSMUSG00000102425
475	ENSMUSG00000103688
476	ENSMUSG00000103602
477	ENSMUSG00000103161
478	ENSMUSG00000103611
479	ENSMUSG00000103664
480	ENSMUSG00000102426
481	ENSMUSG00000102476
482	ENSMUSG00000102280
483	ENSMUSG00000101763
484	ENSMUSG00000102696
485	ENSMUSG00000103472
486	ENSMUSG00000102210
487	ENSMUSG00000103483
488	ENSMUSG00000103327
489	ENSMUSG00000104293
490	ENSMUSG00000104334
491	ENSMUSG00000103124
492	ENSMUSG00000104178
493	ENSMUSG00000103648
494	ENSMUSG00000104496
495	ENSMUSG00000102361
496	ENSMUSG00000104519
497	ENSMUSG00000102769
498	ENSMUSG00000102174
499	ENSMUSG00000102801
500	RLTR9A3B
501	ENSMUSG00000102652
502	ENSMUSG00000103408
503	ENSMUSG00000103787
504	ENSMUSG00000103451
505	ENSMUSG00000103551
506	ENSMUSG00000104220
507	ENSMUSG00000103148
508	ENSMUSG00000103679
509	ENSMUSG00000104420
510	ENSMUSG00000103099
511	ENSMUSG00000103061
512	ENSMUSG00000102302
513	ENSMUSG00000103126
514	ENSMUSG00000104428
515	ENSMUSG00000103956
516	ENSMUSG00000103106
517	ENSMUSG00000102469
518	ENSMUSG00000103232
519	ENSMUSG00000104004
520	ENSMUSG00000102155
521	ENSMUSG00000104251
522	ENSMUSG00000103147
523	ENSMUSG00000104274
524	ENSMUSG00000102518
525	ENSMUSG00000102728
526	ENSMUSG00000103694
527	ENSMUSG00000103519
528	ENSMUSG00000103240
529	ENSMUSG00000104337
530	ENSMUSG00000104453
531	ENSMUSG00000102712
532	ENSMUSG00000104480
533	ENSMUSG00000102394
534	ENSMUSG00000104256
535	ENSMUSG00000104009
536	ENSMUSG00000103507
537	ENSMUSG00000102610
538	ENSMUSG00000104495
539	ENSMUSG00000103935
540	ENSMUSG00000103687
541	ENSMUSG00000103999
542	ENSMUSG00000102698
543	ENSMUSG00000103021
544	ENSMUSG00000103682
545	ENSMUSG00000104109
546	ENSMUSG00000103046
547	ENSMUSG00000104263
548	ENSMUSG00000102485
549	ENSMUSG00000102229
550	ENSMUSG00000104356
551	ENSMUSG00000102893
552	ENSMUSG00000104394
553	ENSMUSG00000103574
554	ENSMUSG00000103701
555	ENSMUSG00000103449
556	ENSMUSG00000103115
557	ENSMUSG00000102410
558	ENSMUSG00000101378
559	ENSMUSG00000104284
560	ENSMUSG00000103823
561	ENSMUSG00000103995
562	ENSMUSG00000104086
563	ENSMUSG00000104037
564	ENSMUSG00000103154
565	ENSMUSG00000102420
566	ENSMUSG00000103904
567	ENSMUSG00000102737
568	ENSMUSG00000104473
569	ENSMUSG00000103437
570	ENSMUSG00000103212
571	ENSMUSG00000103323
572	ENSMUSG00000102200
573	ENSMUSG00000103762
574	ENSMUSG00000103016
575	ENSMUSG00000102928
576	ENSMUSG00000103221
577	ENSMUSG00000102991
578	ENSMUSG00000104181
579	ENSMUSG00000103889
580	ENSMUSG00000102964
581	ENSMUSG00000102331
582	ENSMUSG00000104151
583	ENSMUSG00000102494
584	ENSMUSG00000102507
585	ENSMUSG00000102431
586	ENSMUSG00000103581
587	ENSMUSG00000102236
588	ENSMUSG00000103278
589	ENSMUSG00000102650
590	ENSMUSG00000102673
591	ENSMUSG00000103941
592	ENSMUSG00000103575
593	ENSMUSG00000103542
594	ENSMUSG00000103710
595	ENSMUSG00000102275
596	ENSMUSG00000102883
597	ENSMUSG00000103418
598	ENSMUSG00000104253
599	ENSMUSG00000102965
600	ENSMUSG00000102457
601	ENSMUSG00000104215
602	ENSMUSG00000103881
603	ENSMUSG00000102758
604	ENSMUSG00000102895
605	ENSMUSG00000104409
606	ENSMUSG00000103953
607	ENSMUSG00000104262
608	ENSMUSG00000103198
609	ENSMUSG00000103363
610	ENSMUSG00000104493
611	ENSMUSG00000102871
612	ENSMUSG00000104382
613	ENSMUSG00000102642
614	ENSMUSG00000102643
615	ENSMUSG00000104403
616	ENSMUSG00000102160
617	ENSMUSG00000102186
618	ENSMUSG00000102824
619	ENSMUSG00000103638
620	ENSMUSG00000103011
621	ENSMUSG00000103014
622	ENSMUSG00000102202
623	ENSMUSG00000103249
624	ENSMUSG00000104309
625	ENSMUSG00000103957
626	ENSMUSG00000103749
627	ENSMUSG00000104207
628	ENSMUSG00000103105
629	ENSMUSG00000103006
630	ENSMUSG00000103639
631	ENSMUSG00000103070
632	ENSMUSG00000102570
633	ENSMUSG00000103582
634	ENSMUSG00000102492
635	ENSMUSG00000102149
636	ENSMUSG00000103303
637	ENSMUSG00000103037
638	ENSMUSG00000103187
639	ENSMUSG00000102891
640	ENSMUSG00000102782
641	ENSMUSG00000104344
642	ENSMUSG00000102228
643	ENSMUSG00000103176
644	ENSMUSG00000103048
645	ENSMUSG00000102640
646	ENSMUSG00000103589
647	ENSMUSG00000102238
648	ENSMUSG00000102736
649	ENSMUSG00000104067
650	ENSMUSG00000103477
651	ENSMUSG00000101036
652	ENSMUSG00000104005
653	ENSMUSG00000102271
654	ENSMUSG00000103213
655	ENSMUSG00000103989
656	ENSMUSG00000104523
657	ENSMUSG00000102380
658	ENSMUSG00000102786
659	ENSMUSG00000104175
660	ENSMUSG00000103992
661	ENSMUSG00000102254
662	ENSMUSG00000102424
663	ENSMUSG00000102328
664	ENSMUSG00000102496
665	ENSMUSG00000104063
666	ENSMUSG00000103195
667	ENSMUSG00000103312
668	ENSMUSG00000103358
669	ENSMUSG00000102560
670	ENSMUSG00000103052
671	ENSMUSG00000102215
672	ENSMUSG00000103492
673	ENSMUSG00000104012
674	ENSMUSG00000103028
675	ENSMUSG00000104248
676	ENSMUSG00000103837
677	ENSMUSG00000102337
678	ENSMUSG00000102639
679	ENSMUSG00000102327
680	ENSMUSG00000102540
681	ENSMUSG00000103544
682	ENSMUSG00000102199
683	ENSMUSG00000102685
684	ENSMUSG00000103073
685	ENSMUSG00000102576
686	ENSMUSG00000103234
687	ENSMUSG00000103015
688	ENSMUSG00000103506
689	ENSMUSG00000103215
690	ENSMUSG00000104173
691	ENSMUSG00000101881
692	ENSMUSG00000103296
693	ENSMUSG00000103632
694	ENSMUSG00000102285
695	ENSMUSG00000102806
696	ENSMUSG00000102703
697	ENSMUSG00000103712
698	ENSMUSG00000103871
699	ENSMUSG00000102287
700	ENSMUSG00000102614
701	ENSMUSG00000102665
702	ENSMUSG00000104374
703	ENSMUSG00000103260
704	ENSMUSG00000103424
705	ENSMUSG00000102508
706	ENSMUSG00000103798
707	ENSMUSG00000104352
708	ENSMUSG00000104504
709	ENSMUSG00000104032
710	ENSMUSG00000103225
711	ENSMUSG00000102589
712	ENSMUSG00000102209
713	ENSMUSG00000103764
714	ENSMUSG00000102207
715	ENSMUSG00000103103
716	ENSMUSG00000102166
717	ENSMUSG00000103482
718	ENSMUSG00000103968
719	ENSMUSG00000103907
720	ENSMUSG00000102920
721	ENSMUSG00000102329
722	ENSMUSG00000104410
723	ENSMUSG00000102722
724	ENSMUSG00000103946
725	ENSMUSG00000104222
726	ENSMUSG00000103291
727	ENSMUSG00000103470
728	ENSMUSG00000102301
729	ENSMUSG00000102667
730	ENSMUSG00000102308
731	ENSMUSG00000104223
732	ENSMUSG00000102999
733	ENSMUSG00000102325
734	ENSMUSG00000102882
735	ENSMUSG00000102307
736	ENSMUSG00000102862
737	ENSMUSG00000102986
738	ENSMUSG00000104351
739	ENSMUSG00000104378
740	ENSMUSG00000103591
741	ENSMUSG00000103806
742	ENSMUSG00000101715
743	ENSMUSG00000104211
744	ENSMUSG00000104105
745	ENSMUSG00000103746
746	ENSMUSG00000104015
747	ENSMUSG00000103824
748	ENSMUSG00000103675
749	ENSMUSG00000102437
750	ENSMUSG00000104304
751	ENSMUSG00000103188
752	ENSMUSG00000104079
753	ENSMUSG00000102572
754	ENSMUSG00000103365
755	ENSMUSG00000102592
756	ENSMUSG00000102211
757	ENSMUSG00000104436
758	ENSMUSG00000104016
759	ENSMUSG00000102646
760	ENSMUSG00000102297
761	ENSMUSG00000103676
762	ENSMUSG00000104007
763	ENSMUSG00000102790
764	ENSMUSG00000103623
765	ENSMUSG00000104142
766	ENSMUSG00000104141
767	ENSMUSG00000102383
768	ENSMUSG00000102571
769	ENSMUSG00000103341
770	ENSMUSG00000103001
771	ENSMUSG00000103624
772	ENSMUSG00000103017
773	ENSMUSG00000103668
774	ENSMUSG00000104041
775	ENSMUSG00000102599
776	ENSMUSG00000103834
777	ENSMUSG00000103754
778	ENSMUSG00000104422
779	ENSMUSG00000103184
780	ENSMUSG00000104201
781	ENSMUSG00000103085
782	ENSMUSG00000104329
783	ENSMUSG00000103940
784	ENSMUSG00000104162
785	ENSMUSG00000104341
786	ENSMUSG00000102624
787	ENSMUSG00000103439
788	ENSMUSG00000103745
789	ENSMUSG00000104510
790	ENSMUSG00000102536
791	ENSMUSG00000103918
792	ENSMUSG00000102303
793	ENSMUSG00000103738
794	ENSMUSG00000104091
795	ENSMUSG00000104345
796	ENSMUSG00000102414
797	ENSMUSG00000103789
798	ENSMUSG00000103937
799	ENSMUSG00000103374
800	ENSMUSG00000103288
801	ENSMUSG00000103760
802	ENSMUSG00000102875
803	ENSMUSG00000103034
804	ENSMUSG00000102757
805	ENSMUSG00000103593
806	ENSMUSG00000104452
807	ENSMUSG00000103725
808	ENSMUSG00000102843
809	ENSMUSG00000104246
810	ENSMUSG00000103111
811	ENSMUSG00000103311
812	ENSMUSG00000104074
813	ENSMUSG00000102897
814	ENSMUSG00000103092
815	ENSMUSG00000103595
816	ENSMUSG00000103502
817	ENSMUSG00000103644
818	ENSMUSG00000103723
819	ENSMUSG00000104406
820	ENSMUSG00000102661
821	ENSMUSG00000104362
822	ENSMUSG00000102537
823	ENSMUSG00000104034
824	ENSMUSG00000104477
825	ENSMUSG00000102165
826	ENSMUSG00000103704
827	ENSMUSG00000102662
828	ENSMUSG00000104388
829	ENSMUSG00000103925
830	ENSMUSG00000104272
831	ENSMUSG00000102515
832	ENSMUSG00000102819
833	ENSMUSG00000104249
834	ENSMUSG00000104348
835	ENSMUSG00000102985
836	ENSMUSG00000102865
837	ENSMUSG00000102340
838	ENSMUSG00000102565
839	ENSMUSG00000102845
840	ENSMUSG00000103299
841	ENSMUSG00000103707
842	ENSMUSG00000103043
843	ENSMUSG00000104478
844	ENSMUSG00000103504
845	ENSMUSG00000103967
846	ENSMUSG00000102838
847	ENSMUSG00000102413
848	ENSMUSG00000102360
849	ENSMUSG00000102363
850	ENSMUSG00000104307
851	ENSMUSG00000104221
852	ENSMUSG00000103878
853	ENSMUSG00000103634
854	ENSMUSG00000103209
855	ENSMUSG00000104031
856	ENSMUSG00000104120
857	ENSMUSG00000103122
858	ENSMUSG00000104286
859	ENSMUSG00000102922
860	ENSMUSG00000104308
861	ENSMUSG00000103287
862	ENSMUSG00000102706
863	ENSMUSG00000102937
864	ENSMUSG00000102233
865	ENSMUSG00000103921
866	ENSMUSG00000102987
867	ENSMUSG00000102779
868	ENSMUSG00000103848
869	ENSMUSG00000103438
870	ENSMUSG00000102978
871	ENSMUSG00000104165
872	ENSMUSG00000102405
873	ENSMUSG00000102159
874	ENSMUSG00000103912
875	ENSMUSG00000102885
876	ENSMUSG00000103922
877	ENSMUSG00000102898
878	ENSMUSG00000103113
879	ENSMUSG00000103980
880	ENSMUSG00000104289
881	ENSMUSG00000103698
882	ENSMUSG00000103524
883	ENSMUSG00000104430
884	ENSMUSG00000102973
885	ENSMUSG00000103071
886	ENSMUSG00000102528
887	ENSMUSG00000102172
888	ENSMUSG00000103237
889	ENSMUSG00000102760
890	ENSMUSG00000103845
891	ENSMUSG00000102620
892	ENSMUSG00000103114
893	ENSMUSG00000102192
894	ENSMUSG00000103603
895	ENSMUSG00000102880
896	ENSMUSG00000104139
897	ENSMUSG00000102150
898	ENSMUSG00000103117
899	ENSMUSG00000102581
900	ENSMUSG00000104425
901	ENSMUSG00000102542
902	ENSMUSG00000104359
903	ENSMUSG00000103562
904	ENSMUSG00000104501
905	ENSMUSG00000103832
906	ENSMUSG00000103091
907	ENSMUSG00000103029
908	ENSMUSG00000103815
909	ENSMUSG00000103388
910	ENSMUSG00000102962
911	ENSMUSG00000103366
912	ENSMUSG00000104482
913	ENSMUSG00000104239
914	ENSMUSG00000103938
915	ENSMUSG00000103469
916	ENSMUSG00000102877
917	ENSMUSG00000104029
918	ENSMUSG00000102654
919	ENSMUSG00000104281
920	ENSMUSG00000102908
921	ENSMUSG00000103356
922	ENSMUSG00000103844
923	ENSMUSG00000104364
924	ENSMUSG00000104324
925	ENSMUSG00000103343
926	RLTR13B4
927	ENSMUSG00000102359
928	ENSMUSG00000103370
929	ENSMUSG00000104475
930	ENSMUSG00000104390
931	ENSMUSG00000103597
932	ENSMUSG00000104522
933	ENSMUSG00000102217
934	ENSMUSG00000102846
935	ENSMUSG00000104455
936	ENSMUSG00000103614
937	ENSMUSG00000103583
938	ENSMUSG00000103294
939	ENSMUSG00000103857
940	ENSMUSG00000102855
941	ENSMUSG00000102385
942	ENSMUSG00000103087
943	ENSMUSG00000102459
944	ENSMUSG00000104342
945	ENSMUSG00000102746
946	ENSMUSG00000102511
947	ENSMUSG00000104214
948	ENSMUSG00000102493
949	ENSMUSG00000103253
950	ENSMUSG00000103769
951	ENSMUSG00000104193
952	ENSMUSG00000104463
953	ENSMUSG00000104276
954	ENSMUSG00000102827
955	ENSMUSG00000103152
956	ENSMUSG00000103670
957	ENSMUSG00000104375
958	ENSMUSG00000102894
959	ENSMUSG00000103382
960	ENSMUSG00000104319
961	ENSMUSG00000103010
962	ENSMUSG00000103313
963	ENSMUSG00000102196
964	ENSMUSG00000102582
965	ENSMUSG00000102988
966	ENSMUSG00000102730
967	ENSMUSG00000104459
968	ENSMUSG00000103302
969	ENSMUSG00000102556
970	ENSMUSG00000103790
971	ENSMUSG00000103761
972	ENSMUSG00000102814
973	ENSMUSG00000104314
974	ENSMUSG00000103827
975	ENSMUSG00000103164
976	ENSMUSG00000104479
977	ENSMUSG00000103248
978	ENSMUSG00000104273
979	ENSMUSG00000103811
980	ENSMUSG00000102780
981	ENSMUSG00000103108
982	ENSMUSG00000103713
983	ENSMUSG00000102960
984	ENSMUSG00000104150
985	ENSMUSG00000103548
986	ENSMUSG00000103612
987	ENSMUSG00000102921
988	ENSMUSG00000103083
989	ENSMUSG00000102659
990	ENSMUSG00000103549
991	ENSMUSG00000104443
992	ENSMUSG00000103872
993	ENSMUSG00000103924
994	ENSMUSG00000102748
995	ENSMUSG00000103773
996	ENSMUSG00000103972
997	ENSMUSG00000103049
998	ENSMUSG00000103525
999	ENSMUSG00000102230
1000	ENSMUSG00000104408
1001	ENSMUSG00000103923
1002	ENSMUSG00000104073
1003	ENSMUSG00000104332
1004	ENSMUSG00000103781
1005	ENSMUSG00000103414
1006	ENSMUSG00000104363
1007	ENSMUSG00000102204
1008	ENSMUSG00000102318
1009	ENSMUSG00000102195
1010	ENSMUSG00000102933
1011	ENSMUSG00000103447
1012	ENSMUSG00000104505
1013	ENSMUSG00000102795
1014	ENSMUSG00000104045
1015	ENSMUSG00000104062
1016	ENSMUSG00000103165
1017	ENSMUSG00000103139
1018	ENSMUSG00000103674
1019	ENSMUSG00000102531
1020	ENSMUSG00000103662
1021	LX9
1022	ENSMUSG00000104499
1023	ENSMUSG00000103044
1024	ENSMUSG00000102744
1025	ENSMUSG00000103793
1026	ENSMUSG00000103282
1027	ENSMUSG00000103514
1028	ENSMUSG00000103145
1029	ENSMUSG00000103511
1030	ENSMUSG00000102729
1031	ENSMUSG00000102873
